"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1623412044832690182 2023-02-08 20:02:47 +0000 <Charles08758314> @LulaOficial @ricardostuckert Se a Russia pela Ucrania  passar presidente as tiranias vão improdir as democracias e os gvs fantoches vão ser instalados ja quase conseguiram com Donald trump uma polarização extrema que poderia levar uma guerra civil os Estados Unidos senhor coloque o Brasil na OTAN se garante
",charles se a russia pela ucrania passar presidente as tiranias vão improdir as democracias e os gvs fantoches vão ser instalados ja quase conseguiram com donald trump uma polarização extrema que poderia levar uma guerra civil os estados unidos senhor coloque o brasil na otan se garante,0,0,0.0,neutral
"1623430198870810630 2023-02-08 21:14:55 +0000 <JohnLun89808036> @DerrickEvans_WV TREASON FOR CONSPIRACY TO OVERTHROW THE PRESIDENT OF THE UNITED STATES,  DONALD J. TRUMP
",johnlun treason for conspiracy to overthrow the president of the united states donald j trump,0,0,-0.5423,negative
"1623325176459927554 2023-02-08 14:17:36 +0000 <TrueWilliams1> @AxePatriot @mitchellvii @SarahHuckabee @realDonaldTrump Yes, and yet she didn’t mention President Trump — by name — which in itself was disrespectful.   MAGA is watching. @realDonaldTrump is our ONLY CHOICE.   Betrayers can take notice. If @SarahHuckabee @GovRonDeSantis betray Trump — MAGA will return the favor and betray them.
",truewilliams yes and yet she didn’t mention president trump — by name — which in itself was disrespectful maga is watching is our only choice betrayers can take notice if betray trump — maga will return the favor and betray them,0,0,-0.6124,negative
"1623704231520632836 2023-02-09 15:23:50 +0000 <sirmaejor> This isn’t just a Biden Trump issue with Twitter censoring Americans this is a Government issue.  Stop trampling over free speech and violating the peoples right
",sirmaejor this isn’t just a biden trump issue with twitter censoring americans this is a government issue stop trampling over free speech and violating the peoples right,0,0,-0.34,negative
"1623689676488863745 2023-02-09 14:26:00 +0000 <AdrianC56075812> Trump Put Nearly $1 Million Of Donor Money Into His Own Pockets Since Leaving Office  https://t.co/QipUq6GCVJ via @Yahoo
",adrianc trump put nearly million of donor money into his own pockets since leaving office via,0,0,0.0,neutral
"1622945090850414593 2023-02-07 13:07:17 +0000 <TerraAustraIis> @SirKazamJeevi Donald be like, 'any time bro, do you want Stormy Daniel's number too'
",terraaustraiis donald be like any time bro do you want stormy daniels number too,0,0,0.4767,positive
"1623352979406598144 2023-02-08 16:08:05 +0000 <SocialismIsCrap> @NSFWPoliticsNow @manpreet_mba09 @greg_price11 Trump: would you close down the oil industry? Biden response: yes, I would transition away🤣🤣🤣🤣
",socialismiscrap trump would you close down the oil industry biden response yes i would transition away🤣🤣🤣🤣,4,0,4.4019,positive
"1623342771787513858 2023-02-08 15:27:31 +0000 <BobbaFettSlave1> @shawm711 @ZemanLynnZ @RepMTG People are not being open about their support for Donald Trump because you people are canceling anyone who openly supports him.  But, it’s ok.  When we cast our vote, it is done in private in our polling booth.
",bobbafettslave people are not being open about their support for donald trump because you people are canceling anyone who openly supports him but it’s ok when we cast our vote it is done in private in our polling booth,0,0,0.6597,positive
"1623342721950679042 2023-02-08 15:27:19 +0000 <NorthBelle4> @RicinCanada1 There are many who do ...  Sara Slanders, Big Marge, Boebert, Gym Jordan ... and TRUMP.🤮
",northbelle there are many who do sara slanders big marge boebert gym jordan and trump🤮,0,1,-1.0,negative
"1623348320331522049 2023-02-08 15:49:34 +0000 <AnarchistMary> @seanhannity Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackma
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackma,0,0,-0.4019,negative
"1623670892369793026 2023-02-09 13:11:21 +0000 <Patrick98608564> Trump Says He’ll Hand Over His DNA for E. Jean Carroll Case  https://t.co/0WVqj2WCFB
",patrick trump says he’ll hand over his dna for e jean carroll case,0,0,0.4939,positive
"1623702654403874817 2023-02-09 15:17:34 +0000 <CalpineCA> @The_Trump_Train 100%
",calpineca,0,0,0.0,neutral
"1622980219396145153 2023-02-07 15:26:52 +0000 <RafalDlaPolski5> @lukaszmejza Donald przyzwyczajony😂
",rafaldlapolski donald przyzwyczajony😂,1,0,1.0,positive
"1622905761050529792 2023-02-07 10:31:00 +0000 <AmericanVoice14> President Joe Biden Allegedly Goes After Donald Trump   https://t.co/X0QYlydfzc
",americanvoice president joe biden allegedly goes after donald trump,0,0,0.0,neutral
"1622983076581109766 2023-02-07 15:38:13 +0000 <Very_Honest_Man> @emdzejZS @donald_PL_ XD porównanie zajebiste, znikoma ilość robaczka vs mają że świerszczy. Kto będzie kontrolował miliony robali hodowlanych czym są karmione i czy nie mają pasożytów itp. Zero myślenia co chcą wprowadzić, ważne że barwnik pozyskuje się już od dawna z robaczka wiec w sumie nictakiego
",veryhonestman xd porównanie zajebiste znikoma ilość robaczka vs mają że świerszczy kto będzie kontrolował miliony robali hodowlanych czym są karmione i czy nie mają pasożytów itp zero myślenia co chcą wprowadzić ważne że barwnik pozyskuje się już od dawna z robaczka wiec w sumie nictakiego,0,0,0.5859,positive
"1623300725290721282 2023-02-08 12:40:27 +0000 <AnarchistMary> @VaticanNews @GSolidarityFund Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1622982721646604289 2023-02-07 15:36:49 +0000 <Val65396983> @Fraesad @donald_PL_ Nie no, mamy wysoką inflację, tak z 3.50zł bym obstawiał...
",val nie no mamy wysoką inflację tak z zł bym obstawiał,0,0,-0.296,negative
"1624018081017221120 2023-02-10 12:10:57 +0000 <beachkatie> Mike Pence subpoenaed by special counsel overseeing Trump probes: Sources - ABC News  https://t.co/NSQVVXIUC2
",beachkatie mike pence subpoenaed by special counsel overseeing trump probes sources abc news,0,0,0.4019,positive
"1622918176047792130 2023-02-07 11:20:20 +0000 <Mariade85620340> Vanessa Aly Vanessa Aly Colby Thompson Donald Babbitt #POS #投资  https://t.co/YmthoNu0kQ
",mariade vanessa aly vanessa aly colby thompson donald babbitt pos 投资,0,0,0.0,neutral
"1622980300878880768 2023-02-07 15:27:11 +0000 <AnarchistMary> @USRepKeating Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623470287961423872 2023-02-08 23:54:13 +0000 <JazzyWinters_> @mattxiv I lost respect for Madonna when Trump got Elected and she threatened to you know what The White House. I don't want to get in trouble for repeating it so I won't.
",jazzywinters i lost respect for madonna when trump got elected and she threatened to you know what the white house i dont want to get in trouble for repeating it so i wont,0,0,-0.6276,negative
"1622988114623926272 2023-02-07 15:58:14 +0000 <Bri_vrd> @R0n3d Yup mc Donald wordt ik altijd ziek van
",brivrd yup mc donald wordt ik altijd ziek van,0,0,0.0,neutral
"1623344768288968704 2023-02-08 15:35:27 +0000 <Moc_Kerry> Trump endorsed Romney, why? He knew he was a RINO and enemy of the American people,,,,,,is trump a RINO too? Just asking 🤷🏻‍♂️
",mockerry trump endorsed romney why he knew he was a rino and enemy of the american peopleis trump a rino too just asking 🤷🏻‍♂️,0,0,-0.3612,negative
"1622955433681117188 2023-02-07 13:48:23 +0000 <llandoniffirg> @DonaldKAllen1 Good morning Donald
",llandoniffirg good morning donald,0,0,0.4404,positive
"1622971615238561792 2023-02-07 14:52:41 +0000 <catizedalt> @NoContextUSA Did she get free mc Donald’s for life ?
",catizedalt did she get free mc donald’s for life,0,0,0.5106,positive
"1623326917834248197 2023-02-08 14:24:31 +0000 <Gary1609> @SpeakerMcCarthy Tell us about China and Trump. I hear he is not happy about what's been leaked out.
",gary tell us about china and trump i hear he is not happy about whats been leaked out,0,0,-0.6483,negative
"1623695471511232512 2023-02-09 14:49:01 +0000 <BostwickDiane> Trump Paints Ron DeSantis As Groomer In Blistering New Attack  https://t.co/g59Oo4BbZ2 via @YouTube
",bostwickdiane trump paints ron desantis as groomer in blistering new attack via,0,0,-0.4767,negative
"1624021375651397635 2023-02-10 12:24:03 +0000 <DannyDu80181406> @bennyjohnson Trump haters still hate, that's why that worthless Biden is in office now
",dannydu trump haters still hate thats why that worthless biden is in office now,0,0,-0.8689,negative
"1622969507584303111 2023-02-07 14:44:18 +0000 <AnarchistMary> @CongressmanRaja Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623719003456774148 2023-02-09 16:22:32 +0000 <onethreefiveeye> @zeitonline Habt Ihr immer noch Euren Account bei dem rechten Trump?  Ihr Heuchler... freue mich über jeden click, der nicht bei Euch gesetzt wird!
",onethreefiveeye habt ihr immer noch euren account bei dem rechten trump ihr heuchler freue mich über jeden click der nicht bei euch gesetzt wird,0,0,0.0,neutral
"1623002632536174594 2023-02-07 16:55:56 +0000 <ClownTownLarry> @sher_cares @lavern_spicer Joe Biden told the black community that if they're trying to decide if they're for him or Donald Trump, then they ain't black.
",clowntownlarry joe biden told the black community that if theyre trying to decide if theyre for him or donald trump then they aint black,0,0,0.0,neutral
"1623282641326997504 2023-02-08 11:28:35 +0000 <JodiePP1948> @patriotwoman780 @Logically_JC @NotHoodlum 🤣🤣🤣 trump added $7.8 trillion dollars to the national debt, lied about the “stollen” election, caused a coup and stole top secret nuclear weapons documents and lies over 30,000 times. So go away sweetie 😘
",jodiepp 🤣🤣🤣 trump added trillion dollars to the national debt lied about the “stollen” election caused a coup and stole top secret nuclear weapons documents and lies over times so go away sweetie 😘,4,0,3.3257,positive
"1622912538944983041 2023-02-07 10:57:56 +0000 <MarkMansveld> @dgkendrick Gm Donald! Have a great one too!  🦒🦒🦒
",markmansveld gm donald have a great one too 🦒🦒🦒,0,0,0.6249,positive
"1623323251513384961 2023-02-08 14:09:57 +0000 <RosDMac> @LindseyGrahamSC All while trump was manipulating stock markets, at SEC warning it was a crime, like he really care about committing crimes, tipping off business associates &amp; MAGA RINOs day before market moving data ahead of the bell. Many RINOs made more money than they ever during his 4yrs..
",rosdmac all while trump was manipulating stock markets at sec warning it was a crime like he really care about committing crimes tipping off business associates amp maga rinos day before market moving data ahead of the bell many rinos made more money than they ever during his yrs,0,0,-0.2128,negative
"1624017104100855809 2023-02-10 12:07:05 +0000 <dsdumpling1> @Wi_4_Trump @mitchellvii I actually believe Reagan started MAGA.
",dsdumpling i actually believe reagan started maga,0,0,0.0,neutral
"1623383655262392322 2023-02-08 18:09:59 +0000 <MatthewRozsa> I am personally familiar with right-wing violence.  It was directed against me as early as 2016, when I began warning people about Trump:   https://t.co/MA3NtPwRvh  Last year, one of Trump's fake electors gave me a concussion:   https://t.co/LlysykDDqy  The threat is real. (2/2)
",matthewrozsa i am personally familiar with rightwing violence it was directed against me as early as when i began warning people about trump last year one of trumps fake electors gave me a concussion the threat is real,0,0,-0.9186,negative
"1623999550234017794 2023-02-10 10:57:19 +0000 <AnarchistMary> @MLevineReports Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
